11010010 11010011 11101101 11101101 11000110 00001011 01110101 01110110 01110111 01111101 10111101 01111011;56.74595258
10111010 01111110 10111000 11101111 11110111 11110001 01110111 11010110 01111010 00101111 11011111 01111111;9320.4915348
00000000 00000000 01100110 11011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000;42.
01011000 10001001 11101111 10101111 11111001 01010011 10101010 10011000 11111110 10111101 11011111 10011111;844062.7213
11011010 01011111 11110011 00110101 01110111 11011110 00100011 11011110 11111101 11110110 11100010 11100010;792.1959
11011111 11100101 10101110 11001110 11111111 01011100 01110110 11110110 00111110 00111010 10111110 11111110;5.
11001111 11011111 11111101 11001010 11101011 11110010 11111000 11000111 11111011 11110110 01101010 10111111;2143.1
11111111 00111110 11111111 01101100 11101111 11110001 11011100 00001110 11110110 11101011 11011010 00101010;617.
11111101 10111111 01110011 11011001 11000101 11111011 11110011 01101011 01111111 01010001 10101101 00111011;29796527.
01101100 11110011 01000111 11001110 00010111 01101000 11100111 11110010 01011101 10111010 11110111 10000101;7.13946
01010011 11111101 01000011 00011001 10001011 11110111 01011011 11101111 11101011 11101110 11000100 11011111;6283939.5
01101110 11010011 01011100 00111100 10011011 10101001 10100111 11111111 11111111 11111110 11100011 10100010;4.3
10110011 01111011 11001101 11101111 11111111 11111111 11101111 10111110 10110111 11111110 11101111 01111111;68.7658
11111110 11111111 11111110 11110111 11101111 11111111 11101111 11111111 11111111 11111011 11111110 10111000;4319.42404
11110111 10101111 11110010 01101110 11011111 01111111 11111101 01011110 11111110 11111110 11111111 11110111;83.
11110011 01100000 01000110 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000;3.14
11111111 11111110 11111111 11110011 11111111 11111110 11010111 00011110 10101101 01111111 11000110 11101100;7333.54
10110101 11101011 11101110 11101001 11011011 11001111 10010110 11111011 00100100 10011111 11011101 11111001;31.
00000000 00000000 01100110 11011011 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000;42.
10101110 01101011 11111111 11110111 11111111 11111111 11111111 11101111 11111010 11110111 10010111 10011010;14.9450727
10101110 01111111 11111011 11111111 11111111 11111111 11111110 11111101 11111111 11110111 11001110 11011111;3600.404
00101111 00111011 10100010 11011110 00110011 11011010 11111111 01100010 11111110 00100011 11110101 01011101;54855.927461
01111111 10110101 00110010 11101111 01101011 10001101 00111101 01110101 11110001 11111101 11111100 01110111;47.407
01101110 11101001 11111111 10011111 01111111 11110011 01010110 10111111 10111011 11101011 11011101 10110111;802.6
11101011 11011111 11110011 11111011 10101011 01011111 01100110 01011001 11111011 01111100 01111111 10101101;4.113571085
11101101 11101101 10111101 01111110 01101011 10101111 11110101 11011011 11111011 11011011 11111100 00110111;17.
11111111 11110111 11110110 11111011 11110111 11111111 11111010 11111111 11111111 11111111 11011111 11110111;39114174.3924
00101100 11111011 01101111 11111001 11011101 11111111 11111000 10111111 11111001 01111111 10000111 00111111;9.895813244
11101111 11110000 01100100 11011011 11111011 11111110 01101100 11110110 11111011 11111110 11111111 11111110;1192.009
11011111 01010101 01110111 10011111 11111100 01100111 10111101 10011010 10111101 10011101 11111010 10011111;1.1
11111111 11111111 11111111 11110111 11111110 11111111 11111110 10111111 11111001 11011101 00101011 11111011;21790956.
00101111 01010111 11101111 11111111 10111110 00110010 01111111 00101110 10110101 11111101 11111010 11110011;71.
10010011 11111111 11110001 11011110 11101001 01100011 11000100 11111001 00100110 10110010 11010000 11111111;304.25
01110111 11110111 11100111 01110010 11111101 11111110 01111111 10110111 11111111 11111111 01010110 01000101;50.
11011000 01111101 11011001 01000111 11101100 00101011 01111101 11101110 11110010 00110100 11111001 10111101;4.
01110110 11110101 11111101 00111001 00111000 01101111 11111100 11111100 01011111 11001001 11111111 10111000;58.
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 11100001 00000000;7.
11101001 11111111 11111111 11111111 11101110 11111111 11111111 11111111 11111111 11111011 11111111 11111111;703.911840221
11111111 01111011 01100011 11001000 10111110 11110111 10111101 11111110 11001111 01110110 11001111 10001101;809.403632558
01101010 11011110 11111110 11111111 11111110 11110110 11111111 11111111 11111111 11111110 10111111 01011011;299377.6536
11101001 11011111 11111101 11010110 11111011 11011011 11111101 11111111 11101100 11100011 11110101 10011101;76.7
11101010 11111111 11111111 11111111 11111111 11111111 11110110 11111011 11110111 10111110 11111111 10011111;6.863892958
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 11100000;7.
11110111 00001110 11011101 11001110 11111111 01111101 11111111 11111101 11111111 11111111 11111110 01011111;6130.924
10011110 11111111 10111111 11111110 11111101 11111101 11110111 11111111 11111110 11110110 11011100 01110111;86670.5993
11111111 11111111 11111111 11111111 10111110 11101111 11111111 11111101 11111101 11111111 11101101 11011101;956.3549072
01001111 10110011 11011001 01111101 01011010 11000111 11101101 10110111 01011111 01111111 11111111 10111101;342.
11111101 11111011 01111110 11011111 01101111 10100111 11111011 01101110 00010001 11111111 01100001 11111111;131821902.72
00111111 00011011 10011110 01011110 11110011 11111011 11111011 11111101 11111111 11111111 11100101 10111110;2.0251
00011101 10111111 11110110 11110111 11111111 01111110 01010100 11111111 00100111 10011010 11110101 10111111;508.
10100101 11110100 00101101 10011011 11111101 11111111 11010101 11101110 11101101 11111010 10001011 11010110;668935.6976
11011011 11111111 10111111 11111111 11111110 11111111 11111110 10111111 11100111 11111111 11101101 11110101;5.29535747
10111000 11101101 11101111 11101110 11110110 01101111 00011111 10011001 01111101 11011110 10000101 11111100;25001.3915
01111011 10111010 10000110 01111011 11101111 00011110 11110101 11011111 00001111 11101111 11111001 01101101;7.851
11111111 11111111 01111111 11111111 11111110 11111111 00100111 01101111 10111001 11010111 01001010 11001110;856600.
11011000 11001110 11011111 00101101 01011111 11110111 11111101 11111111 11111110 00001101 01101110 11101111;5.785
11001101 11111111 11111111 11110110 11111111 10111111 11111110 11110111 11111011 10111111 10111110 11110111;96396532559.
10111001 10010111 10111101 11010101 11101101 11111111 11111111 11111010 11111101 11110011 11111111 11111111;7.370333
11111111 11111111 10111111 01111111 10111111 10011010 10111101 11000110 11110100 11011010 10111111 11111001;3.964
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 11100000 00000000;7.
10111111 11111111 11110011 11111110 11111111 01110110 11111111 11111110 11101101 11110111 11111110 10101111;39018.7158
